Ano;Já foi atendido pelo CRAI?;Tipo de Atendimento;País de origem;Distrito de residência;Como ficou sabendo do serviço?;Escolaridade;Raça/Cor/Etnia declarada;Profissão;Relação de trabalho;Condição de moradia;Identidade de gênero;Orientação sexual;Idioma materno;Situação migratória atual;Foi vítima de violência?;Identifique o tipo de violação;Demanda do atendimento ;Total
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Autônomo;Alugado;Homem Cisgênero;Heterossexual;Espanhol;Autorização de residência por prazo indeterminado;Não;Não informado;Orientações diversas;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Autônomo;Alugado;Homem Cisgênero;Heterossexual;Espanhol;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Desempregada(o);Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Desempregada(o);Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Empregada(o) sem carteira;Alugado;Homem Cisgênero;Heterossexual;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Empregada(o) sem carteira;Alugado;Homem Cisgênero;Heterossexual;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Espanhol;Autorização de residência por prazo indeterminado;Não;Não informado;Orientações diversas;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;2
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Inglês;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Árabe;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não;Não informado;Orientação sobre documento brasileiro;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Cedido;Homem Cisgênero;Não informado;Persa;Autorização de residência temporária;Não;Não informado;Orientações diversas;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Cedido;Mulher Cisgênero;Não informado;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Orientação sobre documento brasileiro;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Próprio;Mulher Cisgênero;Não informado;Espanhol;Autorização de residência por prazo indeterminado;Não;Não informado;Orientação sobre documento brasileiro;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Próprio;Mulher Cisgênero;Não informado;Espanhol;Autorização de residência temporária;Não informado;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Situação de rua;Homem Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não;Não informado;Orientação sobre documento brasileiro;2
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não informado;Situação de rua;Homem Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não informado;Não informado;Acesso a serviços públicos;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não trabalha;Alugado;Homem Cisgênero;Heterossexual;Urdu;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não trabalha;Ocupação;Homem Cisgênero;Heterossexual;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não trabalha;Ocupação;Homem Cisgênero;Heterossexual;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Não informado;Não trabalha;Situação de rua;Homem Cisgênero;Heterossexual;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;2
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;Tec. laboratorio clínico;Não informado;Cedido;Mulher Cisgênero;Não informado;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;balconista;Empregada(o) com carteira;Alugado;Mulher Cisgênero;Não Declarada;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;costureiro;Não informado;Alugado;Homem Cisgênero;Não informado;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Parda;garção;Não informado;Acolhido em Abrigos / Unidades de reclusão;Homem Cisgênero;Não informado;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Agente comercial ;Não informado;Alugado;Homem Cisgênero;Heterossexual;Português;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Cabeleireira;Não informado;Alugado;Homem Cisgênero;Não informado;Português;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Cabeleleira;Não informado;Alugado;Mulher Cisgênero;Heterossexual;Francês;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Motorista;Não informado;Alugado;Homem Cisgênero;Heterossexual;Português;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;2
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Desempregada(o);Alugado;Homem Cisgênero;Heterossexual;Crioulo Haitiano;Autorização de residência por prazo indeterminado;Não;Não informado;Orientações diversas;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Desempregada(o);Alugado;Homem Cisgênero;Heterossexual;Francês;Autorização de residência por prazo indeterminado;Não;Não informado;Orientações diversas;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Desempregada(o);Alugado;Homem Cisgênero;Heterossexual;Inglês;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Desempregada(o);Alugado;Homem Cisgênero;Não informado;Crioulo Haitiano;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Desempregada(o);Alugado;Mulher Cisgênero;Heterossexual;Crioulo Haitiano;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Empregada(o) com carteira;Alugado;Homem Cisgênero;Heterossexual;Francês;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Empregada(o) com carteira;Alugado;Homem Cisgênero;Não informado;Espanhol;Outra;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Empregada(o) sem carteira;Ocupação;Homem Cisgênero;Heterossexual;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Acolhido em Abrigos / Unidades de reclusão;Mulher Cisgênero;Heterossexual;Português;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Acolhido em Abrigos / Unidades de reclusão;Mulher Cisgênero;Não informado;Português;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Crioulo Haitiano;Autorização de residência por prazo indeterminado;Não;Não informado;Orientação sobre documento brasileiro;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Crioulo Haitiano;Autorização de residência por prazo indeterminado;Não informado;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Francês;Autorização de residência por prazo indeterminado;Não;Não informado;Orientação sobre documento brasileiro;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Inglês;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;2
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Português;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Português;Indocumentado / Irregular;Não;Não informado;Regularização migratória;2
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Português;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Orientações diversas;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Português;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Swahili;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Crioulo Haitiano;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;2
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Crioulo Haitiano;Autorização de residência por prazo indeterminado;Não informado;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Espanhol;Autorização de residência temporária;Não informado;Não informado;Acesso a serviços públicos;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não informado;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Francês;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Inglês;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Português;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;2
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Português;Autorização de residência temporária;Não;Não informado;Orientação sobre documento brasileiro;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Português;Indocumentado / Irregular;Não;Não informado;Acesso a programas de cidadania;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Português;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Português;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;2
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Próprio;Homem Cisgênero;Não informado;Português;Autorização de residência por prazo indeterminado;Não informado;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Situação de rua;Homem Cisgênero;Heterossexual;Holandesa;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não informado;Situação de rua;Homem Cisgênero;Não informado;Português;Refugiado;Não informado;Não informado;Acolhimento para situações de vulnerabilidade e risco;2
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não trabalha;Acolhido em Abrigos / Unidades de reclusão;Mulher Cisgênero;Heterossexual;Crioulo Haitiano;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não trabalha;Alugado;Homem Cisgênero;Heterossexual;Francês;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não trabalha;Alugado;Homem Cisgênero;Heterossexual;Francês;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não trabalha;Alugado;Homem Cisgênero;Heterossexual;Yoruba;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não trabalha;Alugado;Mulher Cisgênero;Heterossexual;Crioulo Haitiano;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não trabalha;Cedido;Homem Cisgênero;Heterossexual;Português;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Não informado;Não trabalha;Cedido;Mulher Cisgênero;Heterossexual;Português;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Completo;Preta;Pintor;Não informado;Alugado;Homem Cisgênero;Heterossexual;Português;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Branca;Costureiro;Não informado;Alugado;Homem Cisgênero;Não Declarada;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Branca;Costureiro;Não informado;Alugado;Homem Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Branca;Estudante;Não informado;Alugado;Homem Cisgênero;Não informado;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;2
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Branca;Estudante;Não informado;Alugado;Homem Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Branca;Estudante;Não informado;Alugado;Mulher Cisgênero;Não informado;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Branca;Estudiante;Não informado;Alugado;Homem Cisgênero;Não informado;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Branca;Não informado;Empregada(o) com carteira;Alugado;Homem Cisgênero;Heterossexual;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Branca;Não informado;Não informado;Acolhido em Abrigos / Unidades de reclusão;Homem Cisgênero;Não informado;Italiano;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Branca;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;2
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Branca;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Espanhol;Visto;Não informado;Não informado;Orientações diversas;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Branca;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Urdu;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Branca;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Árabe;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Branca;Não informado;Não informado;Alugado;Não declarada;Não informado;Russo;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Branca;Não informado;Não trabalha;Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Branca;Não informado;Não trabalha;Ocupação;Mulher Cisgênero;Heterossexual;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Branca;Não informado;Não trabalha;Situação de rua;Homem Cisgênero;Heterossexual;Espanhol;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Branca;marceneiro;Não informado;Acolhido em Abrigos / Unidades de reclusão;Homem Cisgênero;Não Declarada;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Parda;Ajudante geral;Não informado;Alugado;Mulher Cisgênero;Não informado;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Parda;CUIDADORA DE IDOSO ;Autônomo;Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Parda;Estudante;Não informado;Alugado;Homem Cisgênero;Não Declarada;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Parda;Não informado;Autônomo;Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Parda;Não informado;Empregada(o) sem carteira;Alugado;Homem Cisgênero;Heterossexual;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Parda;Não informado;Empregada(o) sem carteira;Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Parda;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Parda;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Parda;Não informado;Não informado;Alugado;Não declarada;Não informado;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Parda;Não informado;Não informado;Próprio;Mulher Cisgênero;Não informado;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Parda;Não informado;Não trabalha;Alugado;Homem Cisgênero;Heterossexual;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Parda;Não informado;Não trabalha;Ocupação;Homem Cisgênero;Heterossexual;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Parda;Não informado;Não trabalha;Ocupação;Mulher Cisgênero;Heterossexual;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;2
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Parda;Não informado;Não trabalha;Situação de rua;Homem Cisgênero;Heterossexual;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Parda;contador;Não informado;Acolhido em Abrigos / Unidades de reclusão;Homem Cisgênero;Não informado;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2022;Primeiro Atendimento;Presencial;OUTRO;Outro município ou recém-chegado;Não informado;Médio Incompleto;Preta;Cabeleleira;Não informado;Alugado;Mulher Cisgênero;Não informado;Português;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
